['Tree Free Pocket Tissues'],"['Our tree free pocket tissues are a softer, more sustainable alternative to standard tissues. Made from fast-growing non-GMO grasses (bamboo and sugarcane) rather than hardwoods, our tissues offer comfort and care on-the-go while preserving natural resources. Gentle and strong 2-ply tissues with 50% less lint than traditional tissues, these pocket tissues are also great for cleaning smudges off mobile phones and eyewear. Safe for sensitive and allergy prone skin.', 'What’s in it: 10 pocked-sized packs, non-GMO Certified bamboo and sugarcane processed with elemental chlorine free (ECF) bleaching.', 'What’s not in it: trees of any kind, inks, dyes, fragrances and BPA.', 'It’s all good: No trees or animals were harmed in the making of this product. 100% biodegradable.', 'Made in China.']","['', '$3.00', '$3.00', '$20.00', '$14.00', '$6.00']","['', '4.4 star rating\n29 Reviews']"
['Tree Free Tissue Box'],"['Our tree free tissue box contains a softer, more sustainable alternative to standard tissues. Made from fast-growing non-GMO grasses (bamboo and sugarcane) rather than hardwoods, our tissues offer comfort and care while preserving natural resources. Gentle and strong 2-ply tissues with 50% less lint than traditional tissues, these are also great for cleaning smudges off mobile phones and eyewear. Safe for sensitive and allergy-prone skin.', 'What’s in it: 180 sheets per box, non-GMO certified bamboo and sugarcane processed with elemental chlorine free (ECF) bleaching.', 'What’s not in it: trees of any kind. inks, dyes, fragrances and BPA.', 'It’s all good: No trees or animals were harmed in the making of this product. 100% biodegradable.', 'Made in China.']","['', '$3.00', '$3.00', '$3.75', '$6.00', '$6.25']","['', '4.1 star rating\n74 Reviews']"
['Cleaner Refills'],"['Get all three of our hardworking, household cleaner refills in one click. These concentrated versions of our full line of clean and clear products—including surface cleaner, glass cleaner and bathroom cleaner—allow you to reuse your spray bottles, saving money and plastic waste. Rid your home of unsafe, toxic chemicals, and upgrade to powerful, plant-based formulas for all of your cleaning needs.']","['', '$7.50', '$11.00', '$7.50', '$4.25', '$6.95']","['', '4.7 star rating\n12 Reviews']"
['Bathroom Cleaner + Refill Kit'],"['This kit comes with everything you need to use and reuse our powerful, plant-based bathroom cleaner. Knock out dirt, grime and soap scum with each spray, and when your bottle is empty use the concentrated gel tube to refill it. Just add the contents to warm water and shake.', 'What’s in it: purified water, coconut-derived actives, citric acid, natural rosemary oil, natural lemon oil.', 'What’s not in it: ammonia, butyl cellosolve/glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$7.50', '$7.50', '$7.50', '$4.25', '$4.50']","['', '4.2 star rating\n25 Reviews']"
['Surface Cleaner + Refill Kit'],"['This surface cleaner and refill kit comes complete with safe, effective surface cleaner that you can use and reuse. Our powerful, plant-based formula has a natural, fresh scent and is tough on dirt and germs but gentle on your family, especially kids and pets. It comes with a handy concentrated refill so you can reuse your spray bottle again and again.']","['', '$7.50', '$7.50', '$4.25', '$7.50', '$4.50']","['', '4.7 star rating\n27 Reviews']"
['Glass Cleaner + Refill Kit'],"['Get a 6 month supply of glass cleaner in one click. Our natural formula shines glass surfaces quickly and effectively, leaving them streak-free and sparkling. Each kit comes complete with a full spray bottle, designed to clean without leaving harsh chemical residues, and a concentrated refill so you can use and reuse it. You get a cleaner home and a cleaner planet in one fell swoop.', 'What’s in it: purified water, coconut and corn derived active ingredients, food grade preservative, citric acid.', 'What’s not in it: MIT, ammonia, butyl cellosolve / glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$7.50', '$7.50', '$7.50', '$4.25', '$7.50']","['', '4.7 star rating\n18 Reviews']"
['Bathroom Cleaner'],"['Our bathroom cleaner provides effective, plant-powered clean with a subtle, fresh scent derived from natural lemon and rosemary essential oils. Wash away soap scum, stains, and other bathroom funk. It’s tough enough to tackle your most down and dirty areas, but safe for your household. Instead of harsh chemicals, our bathroom cleaner is powered by coconut-derived actives that work hard to clean your bathroom safely and naturally.', 'What’s in it: purified water, coconut-derived actives, citric acid, natural rosemary oil, natural lemon oil.', 'What’s not in it: ammonia, butyl cellosolve/glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$5.75', '$5.75', '$5.75', '$4.50', '$4.25']","['', '4.5 star rating\n38 Reviews']"
['Surface Cleaner'],"[""Our multi-purpose surface cleaner quickly tackles all of life's little messes and spills with a powerful plant-based formula that is safe for your whole household. A trusty, daily go-to for cleaning up grease, dirt and grime, our surface cleaner formula is made of coconut derived actives and jasmine essential oils instead of harsh solvents and chemicals."", 'What’s in it: purified water, active ingredients derived from coconut, food grade preservative and jasmine essential oils.', 'What’s not in it: MIT, ammonia, butyl cellosolve / glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$5.75', '$6.25', '$9.00', '$4.75', '$2.75']","['', '4.5 star rating\n103 Reviews']"
['Glass Cleaner'],"['Get a bright, streak-free shine on any glass surface, with our safe and natural, plant-based glass cleaner. Since our glass cleaner does not use dangerous chemicals and is powered by ingredients derived from coconut, corn and citric acid, you can get sparkly, clean glass without the risk of leaving behind chemical residues that can be harmful to you, as well as children and pets.', 'What’s in it: purified water, coconut and corn derived active ingredients, food grade preservative, citric acid.', 'What’s not in it: MIT, ammonia, butyl cellosolve / glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$5.75', '$6.25', '$9.00', '$4.75', '$5.75']","['', '4.7 star rating\n39 Reviews']"
['Bathroom Cleaner Refill'],"[""Our bathroom cleaner refill provides the same effective plant-powered clean in a concentrated formula, so there's no need to buy a new spray bottle. Wash away soap scum, stains, and other bathroom funk. It’s tough enough to tackle your most down and dirty areas, but safe enough to use around kids and pets. Instead of harsh chemicals, it’s powered by coconut-derived actives that work hard to clean your bathroom safely and naturally. Just squeeze the contents of the tube into your bottle, add water and shake. The container is 100% recyclable and, at about half the cost of our original bathroom cleaner spray, it's good for the environment and your budget."", 'What’s in it: purified water, coconut-derived actives, citric acid, natural rosemary oil and natural lemon oil.', 'What’s not in it: ammonia, butyl cellosolve/glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$2.75', '$2.75', '$11.00', '$2.75', '$7.50']","['', '4.9 star rating\n21 Reviews']"
['Surface Cleaner Refill'],"[""Tackle all of life's little messes with our powerful, plant-based surface cleaner concentrate refill. A trusty, daily go-to for cleaning up grease, dirt and grime, our formula is made of coconut-derived actives and jasmine essential oils instead of harsh solvents and chemicals. Just pour the contents of the tube into our 24-ounce spray bottle, add water and shake. The container is 100% recyclable and allows you to reuse your plastic bottle for half the cost of our original surface spray cleaner. That's a win for you and the planet."", 'What’s in it: purified water, active ingredients derived from coconut, food grade preservative and jasmine essential oils.', 'What’s not in it: MIT, ammonia, butyl cellosolve/glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$2.75', '$2.75', '$11.00', '$7.50', '$6.95']","['', '4.7 star rating\n27 Reviews']"
['Glass Cleaner Refill'],"['Get the same bright, streak-free shine provided by our natural, planted-based glass cleaner with our refill concentrate. A smart option for your budget and the planet, this tiny tube allows you to reuse your original spray bottle and save about half the cost of our glass cleaner. Each one contains our hardworking formula, made from coconut and corn-derived actives, in concentrated form. Just squeeze the contents into a 24-ounce spray bottle, add water and shake. The container is 100% recyclable.', 'What’s in it: purified water, coconut and corn-derived active ingredients, food-grade preservative, citric acid.', 'What’s not in it: MIT, ammonia, butyl cellosolve / glycol ether, phthalates, parabens, synthetic fragrance, sodium lauryl sulfate, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$2.75', '$2.75', '$2.75', '$11.00', '$7.50']","['', '4.8 star rating\n10 Reviews']"
['Dishwasher Detergent Pods'],"['Our dishwasher detergent pods pack a punch to dirt, grease and grime without harming humans or aquatic life. We use natural, plant-derived ingredients to remove stains, sanitize silverware, emulsify grease and oil, protect metal from corrosion, and minimize water spots, all without additives like chlorine, bleach and phosphates. They come in convenient, single-use pouches so there’s no need for measuring or mess.', 'What’s in it: 24 water-soluble pods containing sodium carbonate, lemon essential oil, sodium silicate and enzymes.', 'What’s not in it: phosphates, chlorine, petroleum, dyes, parabens, phthalates, aluminum, animal by-products nor anything from formaldehyde.', 'It’s all good: This product is graywater-friendly and biodegradable. Safe for all types of dishwashers. Resealable pouch.', 'Made in Illinois.']","['', '$6.95', '$4.75', '$9.00', '$5.75', '$6.95']","['', '4.4 star rating\n91 Reviews']"
['Walnut Scouring Pad'],"[""Our walnut scouring pads are a heavy duty, plant-based solution to your toughest messes. Tackle baked-on food on your pots and pans, stuck-on grime, and anything else with our toxin-free, hypoallergenic scouring pads, made of durable material. It's the perfect way to take on any mess without unintended consequences for the planet or your health."", 'What’s in it: ground walnut shells, recycled fibers, plant-based cellulose, and non-toxic adhesive.', 'What’s not in it: triclosan, detergents and chemical cleaning agents.', 'It’s all good: This product is sustainably sourced and non-toxic.', 'Made in Canada.']","['', '$2.75', '$4.75', '$5.75', '$8.00', '$6.95']","['', '4.7 star rating\n47 Reviews']"
['Walnut Scrubber Sponge'],"[""Our walnut scrubber sponge is an eco-friendly upgrade from traditional sponges. Designed to tackle the toughest jobs on dishes, counter-tops, and anywhere else in your home, it's hypoallergenic and made of natural vegetable cellulose. Our scrubber sponges are plant-based and do not contain harmful toxins like triclosan, a pesticide commonly used in sponges that is linked to health problems and environmental damage. It's all the scrubbing power of an ordinary sponge with none of the harmful effects to the planet or your health."", 'What’s in it: walnut-based scrubbing abrasive and all natural vegetable cellulose. ', 'What’s not in it: triclosan.', 'It’s all good: This product is sustainably sourced and non-toxic.', 'Made in Canada.']","['', '$4.75', '$2.75', '$5.75', '$9.00', '$8.00']","['', '4.8 star rating\n62 Reviews']"
['Cotton Kitchen Towels'],"[""Our 100% organic kitchen towels are a household staple made with premium Turkish cotton. The absorbent woven fabric is perfect for all common kitchen uses, from mopping up spills to drying pots and pans, and because we've used only premium organic cotton with no harmful pesticides or dyes, they’re safe on the skin as well. We've finished the design with small loop for easy hang-drying and a classic stripe pattern that's minimal enough to compliment any kitchen."", 'What’s in it: 100% organic Turkish cotton.', 'What’s not in it: plastic fibers, GMO fabric, synthetic pesticides and fertilizers.', 'It’s all good: This product is 100% organic and GOTS (Global Organic Textile Standard) certified to ensure the most ethical and sustainable production possible.', 'Made in Turkey.']","['', '$9.00', '$6.25', '$5.75', '$4.75', '$6.00']","['', '4.7 star rating\n46 Reviews']"
['Tree Free Paper Towels'],"['Our tree free paper towels are a stronger, more sustainable alternative to ordinary paper towels. Made from fast-growing non-GMO grasses (bamboo and sugarcane) rather than hardwoods, our paper towels are ultra absorbent, soft on skin and sturdy enough to tackle any mess.', 'What’s in it: 2 rolls per pack, non-GMO certified bamboo and sugarcane processed with elemental chlorine free (ECF) bleaching.', 'What’s not in it: trees of any kind. Inks, dyes, fragrances and BPA.', 'It’s all good: No trees or animals were harmed in the making of this product. 100% biodegradable.', 'Made in China.']","['', '$6.25', '$5.75', '$9.00', '$4.75', '$5.75']","['', '3.9 star rating\n52 Reviews']"
['Castile Soap'],"[""Our liquid castile soap is a gently formulated, highly versatile cleaning essential. Developed with sensitive skin in mind, our formula is less astringent, but every bit as effective for virtually any cleaning purpose. It's an effective way to clean anything from face and body to laundry, dishes, surfaces and more. As soft as it is powerful, our castile soap is safe for babies and pets and eco-friendly too."", 'What’s in it: 100% pure soap with all USDA certified organic, vegetable based ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and ecofriendly.', 'Made in Vermont.']","['', '$8.00', '$5.75', '$6.25', '$4.50', '$4.50']","['', '4.6 star rating\n61 Reviews']"
['Mandarin Basil Dish Soap'],"[""Our dish soap is a powerful, plant-based way to break up grease, grime and stubborn baked-on food. Its highly concentrated formula makes a tiny bit go a long way. We've left out harsh ingredients, dye and synthetic fragrance, so it's gentle on your hands and won't leave traces of potentially harmful chemicals on your dishes. Powered naturally by coconut extracts, sea salt and citrus, it's also greywater friendly and biodegradable. Our new dish soap formula includes mandarin orange and basil essential oils that not only add a soft, natural scent but powerful bacteria-fighting agents as well. "", 'What’s in it: purified water, coconut-based active ingredients, citric acid, sea salt, mandarin orange and basil essential oils.', 'What’s not in it: fragrance, dye, synthetic foaming agents, unnatural preservatives, water softening agents, pH adjusters, buffering agents, phthalates, sodium lauryl sulfate, parabens, nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$4.25', '$4.50', '$4.75', '$11.00', '$6.95']","['', '4.5 star rating\n79 Reviews']"
['Dish Soap Refill'],"[""Save plastic waste and get even more of the plant-based, grease-fighting dish soap you love with our mandarin basil scented dish soap refill. We've left out harsh ingredients, dye and synthetic fragrance, so it's gentle on your hands and won't leave traces of potentially harmful chemicals on your dishes. Powered naturally by coconut extracts, sea salt and citrus, it's also greywater friendly and biodegradable. Mandarin orange and basil essential oils not only add a soft, natural scent but fight bacteria as well."", 'What’s in it: purified water, coconut-based active ingredients, citric acid, sea salt, mandarin orange and basil essential oils.', 'What’s not in it: fragrance, dye, synthetic foaming agents, unnatural preservatives, water softening agents, pH adjusters, buffering agents, phthalates, sodium lauryl sulfate, parabens, nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.']","['', '$7.50', '$11.00', '$6.95', '$11.00', '$4.25']","['', '4.8 star rating\n56 Reviews']"
['Lavender & Vanilla Scented Candle'],"[""Our delicately scented lavender & vanilla candles are designed to elevate your space, not overpower it. With a calming, therapeutic blend that promotes wellness and relaxation, our candles are hand-poured in small batches and finished with notes of vanilla, fir needles and tonka bean. We've packaged our lavender & vanilla candle in a minimally designed, resealable glass jar so it's easy to keep debris and dust out and ideal for travel."", 'What’s in it: natural hand-poured soy wax, cotton wick and premium fragrance oil including lavender, vanilla, eucalyptus and coconut.', 'What’s not in it: lead, dyes, BPA or phthalates.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in the USA.', 'Always use our candles as directed. Keep them within sight and away from little hands, paws, and anything flammable. For safest use, do not burn our candles past the last 1/2"" of wax.']","['', '$5.95', '$5.95', '$5.95', '$25.00', '$36.00']","['', '4.6 star rating\n76 Reviews']"
['Black Currant Scented Candle'],"[""Our hand-poured black currant candles elevate any room with the bright scent of fresh florals and ripe fruit. Each batch is hand-poured and made of natural soy wax for its slow and even burn. We've packaged it in a minimally designed, resealable glass jar so it's easy to keep debris and dust out and ideal for travel."", 'What’s in it: natural hand-poured soy wax, cotton wick and premium fragrance oil.', 'What’s not in it: lead, dyes, BPA or phthalates.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in the USA.', 'Always use our candles as directed. Keep them within sight and away from little hands, paws, and anything flammable. For safest use, do not burn our candles past the last 1/2"" of wax.']","['', '$5.95', '$5.95', '$5.95', '$25.00', '$36.00']","['', '4.6 star rating\n55 Reviews']"
['Cedar & Suede Scented Candle'],"[""Our hand-poured cedar and suede candles elevate any room with a subtle spice scent and laid back mood. We use natural soy wax for its clean, slow and even burn infused with notes of jasmine, Turkish rose, amber, patchouli, leather and sandalwood. We've packaged it in a minimally designed, resealable glass jar so it's easy to keep debris and dust out and ideal for travel."", 'What’s in it: natural hand-poured soy wax, cotton wick, and premium fragrance oil including cedarwood, jasmine, amber and oakmoss.', 'What’s not in it: lead, dyes, BPA or phthalates.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in the USA.', 'Always use our candles as directed. Keep them within sight and away from little hands, paws, and anything flammable. For safest use, do not burn our candles past the last 1/2"" of wax.']","['', '$5.95', '$5.95', '$5.95', '$4.50', '$4.75']","['', '4.5 star rating\n73 Reviews']"
['Compostable Trash Bags (3 Gallon)'],"['Our small, three-gallon compostable trash bags are an environmentally friendly alternative to traditional plastic, yet are just as strong and sturdy. Traditional trash bags take up to 1000 years to degrade, so their biomass will cause environmental damage well into the next century. Even worse, items trapped inside conventional plastic won’t biodegrade either. Our compostable trash bags can be facility composted leaving a byproduct that is healthy for the planet.', 'What’s in it: 25 BPI certified compostable plant plastic bags.', 'What’s not in it: conventional plastics that will remain in the environment for over 1000 years.', 'It’s all good: This product is 100% compostable and a green alternative to conventional plastic.', 'Made in Canada.']","['', '$5.00', '$4.50', '$20.00', '$4.50', '$6.00']","['', '4.3 star rating\n38 Reviews']"
['Recycled Trash Bag 13 Gal'],"['Our 100% recycled tall kitchen trash bags are an environmentally conscious way to dispose of household trash and recyclables. Conventional plastic bags take up to 1000 years to degrade, so their biomass will cause environmental damage well into the next century. Even worse, items trapped inside conventional plastic won’t biodegrade either. Our recycled trash bags are 100% oxo-biodegradable and typically degrade within 5 years. We use 100% raw recycled materials to produce our a strong, sturdy bag that will hold up in your household but won’t outstay its welcome on our planet.', 'What’s in it: 45 landfill friendly (oxo-biodegradable) polyethylene plastic bags.', 'What’s not in it: conventional plastics that will remain in the environment for over 1000 years.', 'It’s all good: This product is made of 100% recycled materials.', 'Made in Canada.']","['', '$4.50', '$5.00', '$8.50', '$4.50', '$6.00']","['', '3.9 star rating\n70 Reviews']"
['Recycled Trash Bag 28 Gal'],"[""Our 100% recycled lawn and leaf trash bags are an environmentally conscious way to dispose of large, bulky materials. Conventional plastic yard bags take up to 1000 years to degrade, meaning they'll be in landfills and the ocean well into the next century. Our recycled trash bags are 100% oxo-biodegradable and typically degrade within 5 years. We also use 100% raw recycled materials to produce our final product. And while they're quick to break down after use, they are as strong and sturdy as conventional bags."", 'What’s in it: 25 landfill friendly (oxo-biodegradable) polyethylene plastic bags.', 'What’s not in it: conventional plastics that will remain in the environment for over 1000 years.', 'It’s all good: This product is made of 100% recycled materials.', 'Made in Canada.']","['', '$8.50', '$5.00', '$6.25', '$4.75', '$6.00']","['', '4.4 star rating\n22 Reviews']"
['Vacuum Bottle Black'],"['Our BPA-free, reusable black vacuum bottles combine high function, sleek design and eco-friendly materials into one practical essential. Switching from single-use, to-go cups and straws to reusable bottles is a simple way to make environmentally conscious choices everyday, and because our vacuum bottles are made of safe materials with minimal plastic, the positive impact is two-fold.', 'Made of high-grade 18/8 stainless steel instead of plastic, they stand up to daily wear and tear with a triple-wall feature for maximum insulation and a condensation-free exterior. Liquids stay cold for up to 24 hours, and hot for up to 12 hours, so whether you need cold water for hot days, chilled wine for a picnic, or hot coffee for a hike, you’re covered. With a mouth size that fits most ice cubes and a base that fits in standard-sized cup holders, our vacuum bottles are designed to be the perfect fit for any situation. Hand wash only.', 'What’s in it: one vacuum insulated, high-grade 18/8 stainless steel bottle: 17 ounces, 0.69 lbs, 10.39” L x 2.80” W.', 'What’s not in it: BPA or any disposable plastics.', 'It’s all good: This product is manufactured to the highest possible environmental standards.', 'Made in China.']","['', '$14.00', '$20.00', '$2.00', '$3.00', '$4.25']","['', '4.8 star rating\n46 Reviews']"
['Vacuum Bottle Silver'],"['Our BPA-free, reusable silver vacuum bottles combine high function, sleek design and eco-friendly materials into one practical essential. Switching from single-use, to-go cups and straws to reusable bottles is a simple way to make environmentally conscious choices everyday, and because our vacuum bottles are made of safe materials with minimal plastic, the positive impact is two-fold.', 'Made of high-grade 18/8 stainless steel instead of plastic, they stand up to daily wear and tear with a triple-wall feature for maximum insulation and a condensation-free exterior. Liquids stay cold for up to 24 hours, and hot for up to 12 hours, so whether you need cold water for hot days, chilled wine for a picnic, or hot coffee for a hike, you’re covered. With a mouth size that fits most ice cubes and a base that fits in standard-sized cup holders, our vacuum bottles are designed to be the perfect fit for any situation. Hand wash only.', 'What’s in it: one vacuum insulated, high-grade 18/8 stainless steel bottle: 17 ounces, 0.69 lbs, 10.39” L x 2.80” W.', 'What’s not in it: BPA or any disposable plastics.', 'It’s all good: This product is manufactured to the highest possible environmental standards.', 'Made in China.']","['', '$14.00', '$20.00', '$2.00', '$3.00', '$14.00']","['', '4.6 star rating\n23 Reviews']"
['Vacuum Bottle White'],"['Our BPA-free, reusable white vacuum bottles combine high function, sleek design and eco-friendly materials into one practical essential. Switching from single-use, to-go cups and straws to reusable bottles is a simple way to make environmentally conscious choices everyday, and because our vacuum bottles are made of safe materials with minimal plastic, the positive impact is two-fold.', 'Made of high-grade 18/8 stainless steel instead of plastic, they stand up to daily wear and tear with a triple-wall feature for maximum insulation and a condensation-free exterior. Liquids stay cold for up to 24 hours, and hot for up to 12 hours, so whether you need cold water for hot days, chilled wine for a picnic, or hot coffee for a hike, you’re covered. With a mouth size that fits most ice cubes and a base that fits in standard-sized cup holders, our vacuum bottles are designed to be the perfect fit for any situation. Hand wash only.', 'What’s in it: one vacuum insulated, high-grade 18/8 stainless steel bottle: 17 ounces, 0.69 lbs, 10.39” L x 2.80” W.', 'What’s not in it: BPA or any disposable plastics.', 'It’s all good: This product is manufactured to the highest possible environmental standards.', 'Made in China.']","['', '$14.00', '$20.00', '$2.00', '$3.00', '$14.00']","['', '4.4 star rating\n37 Reviews']"
['Coffee Filter Baskets'],"['Our basket shaped coffee filters enhance the rich flavor of your coffee. Made to sift out bitter sediment, grounds and other impurities and manufactured from the highest quality, chlorine-free paper, they fit all 12 cup drip machines with a 3 and 1/4 inch basket. Use them with our organic, fair trade coffee for efficient brewing every time.', 'What’s in it: unbleached coffee filters.', 'What’s not in it: chlorine bleach or dyes of any kind.', 'It’s all good: This product is compostable and made with FDA approved food-grade filter paper.', 'Made in Oregon.']","['', '$3.00', '$6.50', '$4.00', '$3.00', '$11.00']","['', '4.9 star rating\n13 Reviews']"
['Coffee Filter Cones'],"['Our cone-shaped coffee filters sift out bitter impurities and enhance the smooth flavor of your coffee. Manufactured from the highest quality, chlorine-free paper, they fit all #4 cone drip machines and can be used in pour-over carafes as well. Each filter comes complete with easy-open tabs. Try these coffee filter cones with our medium-bodied, organic, fair trade coffee for a rich, satisfying morning caffeine ritual.', 'What’s in it: unbleached coffee filters.', 'What’s not in it: chlorine bleach or dyes of any kind.', 'It’s all good: This product is compostable and made with FDA approved food-grade filter paper.', 'Made in Oregon.']","['', '$3.00', '$7.50', '$11.00', '$6.95', '$11.00']","['', '4.5 star rating\n22 Reviews']"
['Reusable Food Storage Wraps'],"['Our food storage wraps are an excellent natural alternative to plastic wrap. Made with beeswax-coated cotton, they’re washable, reusable, compostable and keep food extremely fresh. Just use the warmth of your hands to soften and form them over a storage container or directly onto bread, cheese, fruit, vegetables or anything you like. As the wrap cools, it creates a safe, non-toxic seal to sustainably store your food; no single-use plastic waste necessary. Each pack comes with a small (7"" x 8""), medium (10"" x 11"") and large wrap (13"" x 14"") that can be washed in mild soap and hung dry after use.', 'What’s in it: cotton, beeswax, plant oils and tree resin.', 'What’s not in it: plastic waste and the chemical residues they leave behind.', 'It’s all good: This product is biodegradable, reusable and compostable.', 'Made in China.']","['', '$14.00', '$6.00', '$4.75', '$4.25', '$11.00']","['', '4.5 star rating\n53 Reviews']"
['Bamboo Straws'],"[""Go plastic-free with our bamboo straw kit. Hand cut and crafted in China, each set of six is unique and comes complete with straws of varying widths, making them just right for sipping everything from thick, creamy shakes to cool, iced coffee drinks. The kit also comes with a cotton pouch, perfect to take on the go, and a cleaning brush for quick, convenient washing. Plastic straws are one of the biggest threats to marine life, and it's estimated that 8.3 billion plastic straws pollute the world's beaches. Bamboo is a naturally antimicrobial, strong and sustainable alternative. Our bamboo straws are made to last but meant to biodegrade and can be home composted after use."", 'What’s in it: 100% natural bamboo.', 'What’s not in it: plastic or synthetic toxins.', 'It’s all good: This product is biodegradable and compostable.', 'Made in China.']","['', '$5.00', '$4.00', '$14.00', '$6.00', '$2.00']","['', '4.7 star rating\n57 Reviews']"
['Reusable Cotton Produce Bag'],"['Our reusable cotton produce bags are made of 100% organic muslin cotton and are ideal for bulk grocery shopping. They’re a sustainable, reusable alternative to plastic bags, featuring sturdy, woven cloth that can securely hold fine grain bulk items such as flour and quinoa. The breathable cloth can also be dampened and refrigerated to keep greens fresh. Our reusable cotton produce bags are safe for machine washing and sized at 9.5 x 11.8 inches.', 'What’s in it: This product is 100% organic and a sustainable alternative to disposable shopping bags.', 'What’s not in it: bleaches, dyes and synthetic materials of any kind.', 'It’s all good: This product is all natural, eco-friendly and vegan-friendly.', 'Made in China.']","['', '$4.50', '$20.00', '$5.00', '$4.50', '$4.75']","['', '4.8 star rating\n24 Reviews']"
['Wide Mesh Tote'],"[""Our 100% organic cotton wide mesh tote bag is a convenient way to reduce waste, no matter where you go. Lightweight and flexible, it's easy to carry and expands to fit everything from a bushel of carrots to several bottles of wine. Keep a few on hand for grocery shopping, laundry or whenever you need to carry a lot. Biodegradable, vegan-friendly and all natural, our mesh tote bag is easy to care for and machine washable."", 'What’s in it: a 100% organic and a sustainable alternative to disposable produce bags.', 'What’s not in it: bleaches, dyes and synthetic materials of any kind.', 'It’s all good: This product is all natural, eco-friendly and vegan-friendly.', 'Made in China.']","['', '$9.00', '$6.00', '$2.00', '$4.50', '$4.00']","['', '4.8 star rating\n28 Reviews']"
['Reusable Mesh Grocery Bag'],"['Our reusable mesh grocery bags are made of 100% organic cotton and are a perfect replacement for plastic produce bags. We designed these reusable mesh grocery bags to keep plastics away from your fruits and vegetables and reduce landfill waste. A drawstring is included to keep your produce secure, so they’re more convenient than plastic bags that need to be tied in a knot. Safe for machine washing and sized at 11 x 13.8 inches.', 'What’s in it: This product is 100% organic and a sustainable alternative to disposable produce bags.', 'What’s not in it: bleaches, dyes and synthetic materials of any kind.', 'It’s all good: This product is all natural, eco-friendly and vegan-friendly.', 'Made in China.']","['', '$4.00', '$20.00', '$4.50', '$14.00', '$2.00']","['', '4.5 star rating\n36 Reviews']"
['Reusable Cotton Tote Bag'],"[""Our reusable cotton tote bag is a simple essential, upgraded with premium materials and functional design. Made of 100% organic cotton, we've included a water bottle holder, zip closure inner pocket, additional inner pocket and magnetic clasp. At 13 x 15 inches, it perfectly fits a laptop and offers secure storage for wallets, keys and other personal belongings. Our cotton tote bag is ideal for working on the go, as a carry-on bag for travel, and of course as a replacement to disposable shopping bags."", 'What’s in it: This product is 100% organic and a sustainable alternative to disposable shopping bags.', 'Made in China.']","['', '$20.00', '$4.50', '$14.00', '$4.25', '$4.75']","['', '4.8 star rating\n57 Reviews']"
